Page,Question,Answer
page_29.png,What was the reason for the increase in full-time equivalent staff?,"The staff increase was attributed to additional resources for strategic priorities, including reducing reliance on external vendors and enhancing internal technology engineering, fraud and scam prevention, and cybersecurity capabilities.  "
page_29.png,"What was the tax expense for FY24 and FY23, and what contributed to the change?","Tax expense was $4,318 million in FY24 and $4,097 million in FY23. The increase was primarily due to higher hybrid capital distributions that are non-deductible for tax purposes.  "
page_29.png,Where can more details on remediation provisions be found within the financial report?,More details on remediation provisions can be found in Note 7.1 on pages 206-212 of the Financial report.
page_30.png,What was the loan impairment expense for FY24?,$802 million.  
page_30.png,How did the FY24 loan impairment expense compare to FY23?,"It decreased by 28% from $1,108 million.  "
page_30.png,What is the Commonwealth Bank's loan loss rate for FY24?,9 basis points.  
page_30.png,What is the trend in consumer arrears greater than 90 days?,"Consumer arrears have generally increased from June 2022 to June 2024 across home loans, credit cards, and personal loans.  "
page_30.png,What was the primary driver for the increase in troublesome and impaired assets in FY24?,Downgrades of a small number of single name exposures across a few sectors and restructures and arrears in the home lending portfolio.  
page_30.png,What was the Common Equity Tier 1 (CET1) capital ratio at 30 June 2024?,12.3%.  
page_30.png,How does the CET1 ratio compare to the minimum regulatory requirement?,"It is well in excess, representing a $9.8 billion surplus over the 10.25% requirement.  "
page_30.png,What action did the Group announce regarding its capital position in August 2023?,A $1 billion on-market share buy-back.  
page_30.png,What is the Commonwealth Bank’s deposit funding ratio for FY24?,77%.  
page_30.png,What was the Group's Liquidity Coverage Ratio (LCR) at 30 June 2024?,136%.
page_31.png,What was the Cash NPAT for Retail Banking Services (RBS) in FY24?,"$5,355 million.  "
page_31.png,How did RBS's Cash NPAT in FY24 compare to FY23?,It decreased by $226 million (4%).  
page_31.png,What were the primary drivers behind the change in RBS's Cash NPAT?,"Lower total operating income, increased operating expenses, and a reduction in loan impairment expense.  "
page_31.png,What was the Main Financial Institution (MFI) share for RBS in FY24?,35.5%.  
page_31.png,What is RBS's strategic focus?,Deepening and broadening customer relationships with distinct and differentiated propositions.  
page_31.png,What was the Cash NPAT for Business Banking (BB) in FY24?,"$3,774 million.  "
page_31.png,How did BB's Cash NPAT in FY24 compare to FY23?,It increased by $150 million (4%).  
page_31.png,What were the key drivers of the change in BB's Cash NPAT?,"Higher total operating income and a reduction in loan impairment expense, partly offset by increased operating expenses.  "
page_31.png,What is BB's market share in terms of transaction accounts?,One in four businesses call BB their main financial institution.  
page_31.png,What is a key strategic initiative for BB regarding customer relationships?,Deepening customer relationships through the strength of their transaction banking offering.
page_32.png,What was the Cash NPAT for Institutional Banking and Markets (IB&M) in FY24?,"$1,097 million.  "
page_32.png,How did IB&M's Cash NPAT in FY24 compare to FY23?,"It increased by $49 million, or 5%.  "
page_32.png,What were the primary drivers of IB&M's FY24 financial performance?,"Increased total operating income, partially offset by higher operating expenses and a reduction in loan impairment benefit.  "
page_32.png,What contributed to the increase in IB&M's operating income in FY24?,"Higher earnings on deposits and equity, increased sales volumes in fixed income, and higher fees from increased volume of lending facilities.  "
page_32.png,What factors partially offset the increase in IB&M's operating income?,"Lower institutional lending and leasing margins, lower fixed income and rates trading income, and non-recurrence of prior year gains from asset sales in Structured Asset Finance.  "
page_32.png,What was the Cash NPAT for ASB in FY24?,"$1,194 million.  "
page_32.png,How did ASB's Cash NPAT in FY24 compare to FY23?,"It decreased by $126 million, or 10%.  "
page_32.png,What were the primary drivers of ASB's FY24 financial performance?,Decreased total operating income and increased operating expenses.  
page_32.png,What contributed to the decrease in ASB's operating income in FY24?,A decrease in net interest margin.   
page_32.png,What areas did ASB invest in during FY24 related to fraud prevention?,"ASB invested almost $100 million to protect customers against fraud and scams, launched a 24/7 fraud and scams phone line, and invested in an ongoing campaign to upskill all New Zealanders about fraud and scams."
page_65.png,Who is the lead auditor for the Commonwealth Bank of Australia for the year ended 30 June 2024?,PricewaterhouseCoopers (PwC).  
page_65.png,"According to the auditor's declaration, were there any contraventions of the auditor independence requirements of the Corporations Act 2001?",No.  
page_65.png,On what date did Elizabeth O'Brien sign the Auditor's Independence Declaration?,14 August 2024.  
page_65.png,On which page can information regarding the bank's net interest income be found?,Page 146.  
page_65.png,What page covers information about the bank's loan impairment expense and provisions for impairment?,Page 171.  
page_65.png,Where can details on the bank's investments in subsidiaries and other entities be located within the report?,Page 273.  
page_65.png,Which page provides information on the bank's contingent liabilities and contingent assets?,Page 281.  
page_65.png,What is the page number for the Statements of Cash Flows?,141.  
page_65.png,Where can one find information on the bank's capital adequacy?,Page 214.  
page_65.png,"What page discusses the bank's securitization, covered bonds, and transferred assets?",Page 183.
page_66.png,What was the Group's net interest income for the year ended 30 June 2024?,"$22,824 million.  "
page_66.png,What were the Bank's operating expenses for the year ended 30 June 2023?,"$11,072 million.  "
page_66.png,What was the Group's loan impairment expense/benefit for the year ended 30 June 2022?,A benefit of $357 million.  
page_66.png,What was the Bank's net profit after income tax from continuing operations for the year ended 30 June 2024?,"$8,613 million.  "
page_66.png,What were the Group's losses on debt investment securities at fair value through other comprehensive income for the year ended 30 June 2024?,$464 million.  
page_66.png,What was the Bank's total of items that will not be reclassified to profit/(loss) for the year ended 30 June 2022?,$158 million.  
page_66.png,What was the Group's total comprehensive income for the period from continuing operations for the year ended 30 June 2023?,"$8,712 million.  "
page_66.png,What was the Group's diluted earnings per share from continuing operations for the year ended 30 June 2024?,562.7 cents per share.  
page_66.png,What were the dividends per share attributable to shareholders of the Bank for ordinary shares for the year ended 30 June 2022?,385 cents per share.  
page_66.png,Where can further details regarding the change in comparative information be found?,Note 1.1.
page_67.png,"What was the Group's total assets as of June 30, 2024?","$1,254,076 million.  "
page_67.png,"What were the Group's cash and liquid assets as of June 30, 2023?","$116,619 million.  "
page_67.png,"What was the Bank's total liabilities as of June 30, 2024?","$1,120,149 million.  "
page_67.png,"What was the Group's net profit after income tax from continuing operations for the year ended June 30, 2023?","$10,096 million.  "
page_67.png,"What was the impact of share buy-backs on the Group's equity for the year ended June 30, 2024?",Share buy-backs reduced equity by $282 million.  
page_67.png,"What were the total dividends paid on ordinary shares by the Group for the year ended June 30, 2024?","$7,623 million.  "
page_67.png,"What was the value of the Group's investment securities at amortised cost as of June 30, 2024?","$1,239 million.  "
page_67.png,"What was the change in the Group's reserves between June 30, 2023, and June 30, 2024?","Reserves decreased from $(2,295) million to $(2,147) million.  "
page_67.png,"What was the average price of ordinary shares bought back by the Group during the on-market share buy-back completed by June 30, 2023?",$99.81.  
page_67.png,When did the Group announce its intention to undertake a further on-market share buy-back of up to $1 billion of CBA ordinary shares in addition to the $2 billion announced previously?,"February 15, 2023."
page_68.png,What was the Group's total cash flow from operating activities before changes in operating assets and liabilities for the year ended 30 June 2024?,"$12,877 million.  "
page_68.png,What was the Bank's interest received for the year ended 30 June 2024?,"$54,469 million.  "
page_68.png,What was the primary driver of the change in the Group's retained profits from 30 June 2023 to 30 June 2024?,"Net profit after income tax from continuing operations of $8,613 million.  "
page_68.png,How much did the Group spend on share buy-backs during the year ended 30 June 2024?,$282 million.  
page_68.png,What was the average price per share for the on-market share buy-back completed during the year ended 30 June 2024?,$108.84.  
page_68.png,What was the net increase/(decrease) in the Group's assets at fair value through income statement due to cash flow movements for the year ended 30 June 2024?,"A decrease of $11,000 million.  "
page_68.png,What was the net increase in the Bank's deposits and other public borrowings arising from cash flow movements for the year ended 30 June 2024?,"$19,775 million.  "
page_68.png,What was the total comprehensive income for the Group for the year ended 30 June 2023?,"$9,041 million.  "
page_68.png,What is the note reference related to the net cash flow used in operating activities?,12.2 (a).   
page_68.png,What does Note 1 in the Statements of Changes in Equity refer to?,Revision of comparative information.
page_69.png,What is the reporting date for this Financial Report?,The reporting date is 30 June 2024.  
page_69.png,Who approved the Financial Report and when?,The Board of Directors approved the Financial Report on 14 August 2024.  
page_69.png,Where is Commonwealth Bank of Australia domiciled?,Commonwealth Bank of Australia is incorporated and domiciled in Australia.  
page_69.png,What significant event occurred on 1 May 2024 regarding PT Bank Commonwealth (PTBC)?,The Group completed the sale of its 99% shareholding in PTBC to PT Bank OCBC NISP Tbk (OCBC Indonesia).  
page_69.png,What accounting standards are used in the preparation of the Financial Report?,The Financial Report is prepared in accordance with Australian Accounting Standards (AASB) and International Financial Reporting Standards (IFRSs).  
page_69.png,What currency is used in the Financial Report and how are values rounded?,"Australian dollars are used, with values rounded to the nearest million dollars ($M).  "
page_69.png,How are foreign currency transactions handled in the Financial Report?,They are translated into the functional currency using exchange rates prevailing at the date of each transaction.  
page_69.png,How are discontinued operations presented in the financial statements?,They are excluded from continuing operations and presented as a single line item net profit/(loss) after income tax in the Income Statement and other comprehensive income/(expense) net of income tax in the Statement of Comprehensive Income.  
page_69.png,Were there any re-segmentations during the year ended 30 June 2024?,"Yes, the Group made several re-segmentations, allocations, and reclassifications, including the transfer of some customers between segments and refinements to the allocation of costs to support units.  "
page_69.png,Did the re-segmentations impact the Group's net profit?,"No, the changes did not impact the Group's net profit but resulted in changes to the presentation of the Income Statement and Balance Sheet of the affected segments."
page_70.png,What prompted the Commonwealth Bank to reassess the classification of its investment in Qilu Bank?,"The reassessment was conducted in accordance with AASB 128 Investments in Associates and Joint Ventures, concluding the Group lost significant influence over Qilu Bank's financial and operating policy decisions at the time of its Initial Public Offering in June 2021.  "
page_70.png,"How did the reclassification of the Qilu Bank investment impact the Group's investments in associates as of June 30, 2023?","It resulted in a decrease of $1,021 million.  "
page_70.png,"What was the impact of the Qilu Bank reclassification on the Group's deferred tax liabilities as of June 30, 2022?",It led to a decrease of $25 million.  
page_70.png,"How did the reclassification affect the Group's basic earnings per share for the year ended June 30, 2023?",It decreased basic earnings per share by 5.5 cents.  
page_70.png,"What change did the Qilu Bank reclassification cause to the Bank's opening retained earnings as of July 1, 2022?",It increased opening retained earnings by $736 million.  
page_70.png,What new mandatory annual disclosures were introduced for public companies by amendments to the Corporations Act 2001?,"The amendments introduced mandatory disclosures regarding names, legal structures, locations of incorporation or formation, and tax residency status of consolidated entities, aimed at improving tax transparency.  "
page_70.png,When does the new disclosure requirement related to the Corporations Act 2001 amendment become effective for the Commonwealth Bank?,The new disclosure requirement is effective for the year ended 30 June 2024.  
page_70.png,"What new accounting standard did the AASB issue in June 2024, and when will it become effective for the Group?","The AASB issued AASB 18 Presentation and Disclosure in Financial Statements, effective for the Group from 1 July 2027.  "
page_70.png,What is the purpose of AASB 18?,"AASB 18 aims to improve entities' reporting of financial performance, provide investors a better basis for analysis and comparison, enhance comparability in the income statement, and improve transparency of management-defined performance measures.  "
page_70.png,Has the Commonwealth Bank performed an assessment of potential exposure to Pillar Two income taxes?,"Yes, the Group has performed an assessment and does not expect to pay any Pillar Two top-up taxes, as it does not operate in jurisdictions with a headline corporate tax rate of less than 15%."
page_71.png,"What was the Group's total interest income for the year ended June 30, 2024?","$61,044 million.  "
page_71.png,"What was the Bank's net interest income for the year ended June 30, 2023?","$20,016 million.  "
page_71.png,"What were the Group's effective interest income earnings from loans and other receivables for the year ended June 30, 2024?","$46,895 million.  "
page_71.png,"What was the primary driver of the Group's results, according to the overview?",Net interest income.  
page_71.png,How does the Group generate income beyond net interest income?,"From lending fees, commissions, and trading activities.  "
page_71.png,How is interest income on financial assets in Stage 3 recognized?,By applying the effective interest rate to the gross carrying amount net of provisions for impairment.  
page_71.png,"How are fees, transaction costs, and issue costs integral to financial assets and liabilities treated?",They are capitalized and included in the interest recognized over the expected life of the instrument.  
page_71.png,How is interest income on finance leases recognized?,"Over the life of the lease, consistent with the outstanding investment and unearned income balance.  "
page_71.png,What does interest expense include besides contractual interest payments?,"Payments made under a liquidity facility arrangement with the Reserve Bank of Australia, the Major Bank Levy (Bank Levy) expense, and other financing charges.  "
page_71.png,"What was the Group's interest expense on deposits for the year ended June 30, 2024?","$23,993 million."
page_72.png,"What was the total interest income earned on interest-earning assets for the year ended June 30, 2024?","$61,044 million.  "
page_72.png,"What was the average balance of cash and liquid assets held in Australia as of June 30, 2024?","$75,988 million.  "
page_72.png,"What was the average interest rate earned on loans and other receivables overseas for the year ended June 30, 2024?",6.3%.  
page_72.png,"How much did the official cash rate in Australia increase during the year ended June 30, 2024?","25 basis points, to 4.35%.  "
page_72.png,"What was the average balance of property, plant, and equipment in Australia as of June 30, 2024?","$3,794 million.  "
page_72.png,"What was the total value of non-interest earning assets as of June 30, 2024?","$121,713 million.  "
page_72.png,"What was the value of assets held for sale overseas as of June 30, 2024?",$626 million.  
page_72.png,"What percentage of total assets were applicable to overseas operations as of June 30, 2024?",17.7%.  
page_72.png,What is the purpose of Note 1.1 as referenced in the document?,To explain a revision to comparative information.  
page_72.png,How are average mortgage offset balances treated in the calculation of customer interest payments and the Group's net interest margin?,They are netted out from the loans and other receivables balances.
page_73.png,"What was the average balance of time deposits in Australia as of June 30, 2024?","$204,049 million.  "
page_73.png,"What was the average interest rate on saving deposits in Australia as of June 30, 2024?",2.7%.  
page_73.png,"What was the average balance of other demand deposits overseas as of June 30, 2022?","$13,955 million.  "
page_73.png,"What was the average interest expense related to debt issues in Australia as of June 30, 2023?","$4,077 million.  "
page_73.png,"What was the average balance of loan capital overseas as of June 30, 2024?","Not disclosed on this page.  It shows a ""-"" which indicates not applicable or not disclosed for this specific item.  "
page_73.png,"What was the average balance of lease liabilities in Australia as of June 30, 2023?","$2,530 million.  "
page_73.png,"What was the total average balance of non-interest bearing liabilities as of June 30, 2024?","$222,266 million.  "
page_73.png,"What was the total value of shareholders' equity as of June 30, 2023?","$72,213 million.  "
page_73.png,"What percentage of total liabilities were applicable to overseas operations as of June 30, 2022?",14.5%.  
page_73.png,What does the footnote 2 explain about the data presented?,It indicates that the figures include average mortgage offset balances.
page_74.png,What is the total change in interest income due to volume and rate changes between June 2024 and June 2023?,"$16,569 million.  "
page_74.png,What was the volume variance impact on interest income from cash and liquid assets in Australia between June 2024 and June 2023?,"$(1,184) million.  "
page_74.png,What was the total change in interest income attributed to Loans and other receivables in Australia between June 2023 and June 2022?,"$10,700 million.  "
page_74.png,What was the rate variance impact on interest expense related to time deposits in Australia between June 2024 and June 2023?,"$4,058 million.  "
page_74.png,What was the volume variance impact on interest expense related to Other demand deposits in Australia between June 2023 and June 2022?,$151 million.  
page_74.png,What was the total change in interest expense attributed to Liabilities at fair value through income statement in Australia between June 2023 and June 2022?,$274 million.  
page_74.png,What was the volume variance impact on interest expense related to Term funding from central banks in Overseas between June 2023 and June 2022?,$97 million.  
page_74.png,What was the total change in interest expense for Loan capital in Australia between June 2024 and June 2023?,$764 million.  
page_74.png,How did the bank levy in Australia impact the change in interest expense between June 2024 and June 2023?,$34 million.  
page_74.png,What was the total change in net interest income between June 2023 and June 2022?,"$3,583 million."
page_75.png,What was the Group's total net other operating income for the year ended 30 June 2024?,"$4,097 million.  "
page_75.png,How much did the Group's net commission income change between 30 June 2023 and 30 June 2024?,"It increased by $136 million (from $1,980 million to $2,116 million).  "
page_75.png,What was the Bank's trading income for the year ended 30 June 2023?,$989 million.  
page_75.png,What is the Group's accounting policy for recognizing facility fees earned for managing and administering credit and other facilities?,They are generally charged to the customer monthly or annually and recognized as revenue over the service period.  
page_75.png,How does the Group account for annual fees that are not an integral part of the effective interest rate?,They are deferred on the Balance Sheet in bills payable and other liabilities and recognized on a straight-line basis over the year.  
page_75.png,How does the Group determine the income recognized when acting as an agent in an arrangement?,"The income earned is the net consideration received, representing fee income for facilitating the transaction.  "
page_75.png,What costs are included in directly attributable incremental external costs related to commission income?,"Costs associated with credit card loyalty programs, card processing expenses, and certain other volume-related expenses.  "
page_75.png,How are establishment fees on financing facilities accounted for?,They are deferred and amortized to interest income over the expected life of the loan and are not recognized when the commitment is issued.  
page_75.png,"What contributed to the $50 million loss recognized in the year ended 30 June 2024 within ""Other"" income?",Reclassification of certain assets held as lessor to assets held for sale and remeasurement to fair value less costs to sell.  
page_75.png,What caused the impairment loss recognized by the Group in relation to certain aircraft in the years ended 30 June 2023?,The impact of COVID-19 on the aviation sector.
page_76.png,What was the total operating expense for the Group for the year ended 30 June 2024?,"$12,337 million.  "
page_76.png,How much did the Group spend on salaries and related on-costs in the year ended 30 June 2024?,"$6,757 million.  "
page_76.png,What was the Bank's total information technology services expense for the year ended 30 June 2023?,"$1,800 million.  "
page_76.png,How does the Group account for long service leave?,"It is discounted to present value using assumptions relating to staff departures, leave utilization, and future salary.  "
page_76.png,How is cash-settled share-based remuneration recognized?,As a liability and re-measured to fair value until settled. Changes in fair value are recognized as staff expenses.  
page_76.png,Over what period are occupancy and equipment assets depreciated?,"Over the asset's estimated useful life using the straight-line method, or the shorter of the lease term or the useful life of the underlying asset for right-of-use assets.  "
page_76.png,When are IT services expenses recognized?,"As incurred when the related services are delivered, unless they qualify for capitalization as computer software.  "
page_76.png,How are costs related to Software as a Service (SaaS) arrangements accounted for?,"Costs to configure or customize, and ongoing fees for access are recognized as operating expenses when services are received. Development costs meeting intangible asset criteria are capitalized and amortized.  "
page_76.png,"What triggers impairment assessment for capitalized software assets and property, plant, and equipment?",The Group assesses at each balance sheet date whether the carrying value is greater than the recoverable amount.  
page_76.png,Where can further details on the judgements and estimates associated with goodwill be found?,In Note 6.2.
page_77.png,"What was the total income tax expense for the Group for the year ended June 30, 2024?","$4,301 million.  "
page_77.png,"What was the profit before income tax for the Bank for the year ended June 30, 2024?","$12,257 million.  "
page_77.png,"What was the impact of divestments on the Group's income tax expense for the year ended June 30, 2024?",$100 million.  
page_77.png,"What was the effective tax rate for the Bank for the year ended June 30, 2023?",27.1%.  
page_77.png,"What was the deferred tax expense/(benefit) for Australia for the year ended June 30, 2024?",$144 million.  
page_77.png,"What was the total amount recognized in the income statement for deferred tax assets for the Group as of June 30, 2024?","$4,344 million.  "
page_77.png,"What were the lease liabilities recognized in the income statement for the Bank as of June 30, 2022?",$709 million.  
page_77.png,"What was the net deferred tax asset balance for the Group as of June 30, 2024?","$3,771 million.  "
page_77.png,"What was the total amount recognized in the income statement for deferred tax liabilities related to right-of-use assets for the Bank as of June 30, 2024?",$639 million.  
page_77.png,"What was the cash flow hedge reserve recognized directly in other comprehensive income for the Bank as of June 30, 2024?",$474 million.
page_78.png,"What were the unrecognised deferred tax assets related to unused tax losses as of June 30, 2024, for the Group and the Bank?",$22 million.  
page_78.png,"What was the amount of unrecognised deferred tax assets related to unused capital losses for the Group and Bank as of June 30, 2024?",$20 million.  
page_78.png,Why were deferred tax assets not recognized for the unused tax and capital losses?,Because it is not considered probable that future taxable profit would be available against which they can be realized.  
page_78.png,"What was the value of the unrecognised deferred tax liabilities related to undistributed profits of subsidiaries as of June 30, 2024?",$12 million.  
page_78.png,"How much was receivable by the Bank under the tax funding agreement as of June 30, 2024?",$93 million.  
page_78.png,Where is the tax funding agreement receivable balance reported in the Bank's Balance Sheet?,"""Other assets"".  "
page_78.png,What method is used to calculate deferred tax?,The balance sheet method.  
page_78.png,What is the basis for determining the amount of deferred tax recognized?,"The expected manner of realization or settlement of the carrying amount of assets and liabilities, using tax rates expected to apply when the deferred tax asset is realized or the deferred tax liability is settled.  "
page_78.png,"What was the basic earnings per share from continuing operations as of June 30, 2024?",566.6 cents per share.  
page_78.png,"What was the weighted average number of ordinary shares used in the calculation of basic earnings per share as of June 30, 2024?","1,673 million."
page_79.png,"What were the total assets reported across all segments as of June 30, 2024?","$1,254,076 million.  "
page_79.png,"What was the net profit/(loss) after tax - ""cash basis"" for the Retail Banking Services segment?","$5,355 million.  "
page_79.png,"What is the basis of management's segment performance assessment, and how does it relate to dividend determination?","Management uses ""cash basis"" (net profit after income tax) to assess segment performance, which also forms the basis for determining the Bank's dividends.  "
page_79.png,What were the operating expenses for the New Zealand segment?,"$(1,203) million.  "
page_79.png,"What significant event occurred on May 1, 2024, related to the Corporate Centre and Other segment?",The Group completed the sale of its 99% shareholding in PTBC to OCBC.  
page_79.png,What is the primary focus of the Treasury function within the Corporate Centre and Other segment?,"Managing the Bank's interest rate risk, funding and liquidity requirements, and managing the Bank's capital.  "
page_79.png,"What were the total liabilities reported across all segments as of June 30, 2024?","$1,180,988 million.  "
page_79.png,"What does the ""cash basis"" exclude, and what is the impact on the balance sheet presentation?","It excludes non-cash items like unrealized gains/losses on hedging and IFRS volatility, gains/losses on divestments, and certain accounting adjustments. This impacts the reported profit and balance sheet figures.  "
page_79.png,"Which segments' Income Statements and Balance Sheets were affected by the re-segmentations, allocations, and reclassifications during the year ended June 30, 2024?","Retail Banking Services, Business Banking, and Institutional Banking and Markets.  "
page_79.png,What are the two primary sources of revenue for the Commonwealth Bank Group?,Interest and fee income (across several segments including New Zealand) and funds management income (New Zealand).
page_80.png,What was the total operating income for Retail Banking Services in fiscal year 2024?,$11.402 million.  
page_80.png,"What was the Net profit/(loss) after tax from continuing operations - ""cash basis"" for the Institutional Banking and Markets segment in fiscal year 2023?",$1.048 million.  
page_80.png,What was the total amount of Operating Expenses across all segments in fiscal year 2024?,$11.428 million.  
page_80.png,What was the Corporate tax (expense)/benefit for the New Zealand segment in fiscal year 2023?,($508) million (representing an expense).  
page_80.png,"What does the ""cash basis"" designation signify in the context of Net profit/(loss) after tax?","It excludes non-cash items such as unrealized gains and losses related to hedging and IFRS volatility, and gains and losses on previously announced divestments.  "
page_80.png,What was the total Net interest income for all segments in fiscal year 2023?,$23.056 million.  
page_80.png,How much Loan impairment benefit/(expense) did the Retail Banking Services segment experience in fiscal year 2024?,$409 million benefit.  
page_80.png,"What was the Net profit after tax - ""statutory basis"" for all segments combined in fiscal year 2024?",$10.690 million.  
page_80.png,What is the meaning of Note 1.1 as referenced at the bottom of the page?,It details the change reflected in the comparative information (2023 data).  
page_80.png,What were the total assets reported on the balance sheet for fiscal year 2024?,"$1,252.423 million."
page_81.png,"What was the total income for the Group as of June 30, 2024?","$26,921 million.  "
page_81.png,"What percentage of the Group's total income was generated in Australia for the year ended June 30, 2024?",82.6%.  
page_81.png,"What were the total non-current assets for the Group as of June 30, 2024?","$12,947 million.  "
page_81.png,"Which geographic segment holds the largest proportion of the Group's non-current assets as of June 30, 2024?","Australia, with 93.3%.  "
page_81.png,What is the Group's primary business activity according to the report?,Lending.  
page_81.png,What type of risk does the Group assume as a result of its lending activities?,Credit risk.  
page_81.png,"What was the Group's balance of Home Loans in Australia as of June 30, 2024?","$596,346 million.  "
page_81.png,"What were the total gross loans and other receivables for the Group as of June 30, 2024?","$949,948 million.  "
page_81.png,"What were the total provisions for loan impairment for the Group as of June 30, 2024?","$7,738 million.  "
page_81.png,"What is the estimated amount of the Group's loans expected to be repaid within 12 months of June 30, 2024, based on behavioral terms and market conditions?","$220,847 million."
page_82.png,"What is the total value of gross loans and other receivables as of June 30, 2024?",$949.948 million.  
page_82.png,What is the total value of Australian loans and other receivables maturing in 1 year or less?,$106.520 million.  
page_82.png,What is the total value of Overseas loans and other receivables maturing after 15 years?,$38.749 million.  
page_82.png,What is the largest sector for Australian loans and other receivables maturing between 5 and 15 years?,"Consumer, with $180.802 million.  "
page_82.png,What is the accounting policy for initial recognition of loans and other receivables?,They are initially recognized at fair value plus directly attributable transaction costs.  
page_82.png,How are loans and other receivables measured subsequent to initial recognition?,They are measured at amortized cost using the effective interest method and are presented net of provisions for impairment.  
page_82.png,Where can details about the Group's management of credit risk be found?,Note 9.2.  
page_82.png,"How are finance leases, where the Group acts as lessor, treated in the financial statements?",They are included in Loans and other receivables.  
page_82.png,How is the behavioural term of each loan portfolio estimated?,By reference to historical prepayment rates and contractual maturities.  
page_82.png,How is the information for fixed interest rate loans presented in the contractual maturity table?,On the basis of contractual maturity rather than the expiry of the fixed rate period.
page_83.png,"What was the total loan impairment expense/(benefit) for the Group for the year ended June 30, 2024?",$802 million.  
page_83.png,"What was the net collective provision funding for the Bank for the year ended June 30, 2024?",$513 million.  
page_83.png,How much was the write-back of individually assessed provisions for the Group in 2022?,($172) million.  
page_83.png,What does the footnote 1 related to the total loan impairment expense explain?,"It explains that the year ended 30 June 2024 includes a benefit of $30 million and $18 million for the Group and the Bank, respectively, in relation to credit exposures reclassified to assets held for sale.  "
page_83.png,What is the composition of movements in credit exposures and provisions for impairment?,"Transfers to/(from), Net re-measurement on transfers between stages, Net financial assets originated, Movements in existing IAP (including IAP write-backs), Movement due to risk parameters and other changes, Write-offs, Recoveries, and Foreign exchange and other movements.  "
