Page,Question,Answer
page_83.png,"What was the total revenue generated by the Copper segment for the year ended June 30, 2024?","The Copper segment generated $18,566 million in revenue for the year ended June 30, 2024.  "
page_83.png,By what percentage did total copper production increase in FY2024 compared to the previous year?,Total copper production for FY2024 increased by 9 percent.  
page_83.png,What was the underlying EBITDA for the Copper segment in FY2024?,"The underlying EBITDA for the Copper segment in FY2024 was $8,564 million.  "
page_83.png,What were the average realized copper prices in FY2024 and FY2023?,The average realized copper price was $3.98 per pound in FY2024 and $3.65 per pound in FY2023.  
page_83.png,What was the total copper production in kilotonnes (kt) for FY2024?,"Total copper production for FY2024 was 1,865 kilotonnes.  "
page_83.png,"How did Escondida copper production change in FY2024, and what was the main reason for this change?","Escondida copper production increased by 7 percent to 1,125 kt in FY2024, mainly due to a higher concentrator feed grade.  "
page_83.png,What was the underlying return on capital (UROC) for the Copper segment in FY2024?,The underlying return on capital (UROC) for the Copper segment in FY2024 was 13%.  
page_83.png,"What were the unit costs for Escondida, Spence, and Copper South Australia in FY2024?","In FY2024, unit costs were US$1.45/lb for Escondida, US$2.13/lb for Spence, and US$1.37/lb for Copper South Australia.  "
page_83.png,What was the main factor contributing to the increase in underlying EBITDA for Copper in FY2024?,"The main factor was higher sales volumes, which increased underlying EBITDA by US$0.6 billion, driven by the successful integration of OZL, higher feed grade at Escondida, and increased concentrate production at Spence.  "
page_83.png,What is the expected range for total copper production in FY2025?,"Total copper production in FY2025 is expected to be between 1,845 and 2,045 kilotonnes."
page_84.png,What was the total revenue generated by BHP's Iron Ore segment in FY2024?,"The total revenue generated by BHP's Iron Ore segment in FY2024 was US$27,952 million.  "
page_84.png,By how much did the underlying EBITDA for Iron Ore increase from FY2023 to FY2024?,The underlying EBITDA for Iron Ore increased by US$2.2 billion from FY2023 to FY2024.  
page_84.png,What was the total iron ore production in million tonnes (Mt) for FY2024?,The total iron ore production for FY2024 was 260 million tonnes (Mt).  
page_84.png,"What was the average realized price for iron ore (US$/wmt, FOB) in FY2024?",The average realized price for iron ore in FY2024 was US$101.04 per wet metric tonne (FOB).  
page_84.png,What was the capital expenditure for the Iron Ore segment in FY2024?,"The capital expenditure for the Iron Ore segment in FY2024 was US$2,033 million.  "
page_84.png,What is the expected range for WAIO iron ore production in FY2025?,WAIO iron ore production in FY2025 is expected to be between 250 and 260 million tonnes.  
page_84.png,What was the total revenue for BHP's Coal segment in FY2024?,"The total revenue for BHP's Coal segment in FY2024 was US$7,666 million.  "
page_84.png,How did the underlying EBITDA for the Coal segment change from FY2023 to FY2024?,"The underlying EBITDA for the Coal segment decreased from US$4,998 million in FY2023 to US$2,290 million in FY2024.  "
page_84.png,What was the average realized price for hard coking coal (HCC) in FY2024?,The average realized price for hard coking coal (HCC) in FY2024 was US$273.03 per tonne.  
page_84.png,What was the total steelmaking coal production in million tonnes (Mt) for FY2024?,The total steelmaking coal production for FY2024 was 22 million tonnes.
page_85.png,"By what percentage did BMA production decrease in FY2024, and what was the resulting production volume?",BMA production decreased by 23 percent to 22.3 Mt (44.6 Mt on a 100 percent basis) in FY2024.  
page_85.png,What was the main reason for the decrease in Western Australia Nickel Revenue in FY2024?,"Western Australia Nickel Revenue decreased by US$0.5 billion to US$1.5 billion in FY2024, reflecting lower average realised prices.  "
page_85.png,"How much did underlying EBITDA for Potash decrease in FY2024, and what was the reported loss?","Potash recorded an Underlying EBITDA loss of US$255 million in FY2024, compared to a loss of US$205 million in FY2023.  "
page_85.png,What was the impact of price changes on BHP’s profit after taxation for a US$1/lt increase in iron ore price in FY2024?,A US$1/lt increase in iron ore price had an estimated impact of US$163 million on profit after taxation in FY2024.  
page_85.png,What operational challenges affected BMA production in FY2024?,"BMA production was impacted by an extended longwall move, geotechnical faulting at Broadmeadow during H1 FY2024, and the temporary suspension of operations following a fatality at Saraji, as well as the divestment of Blackwater and Daunia.  "
page_85.png,What is the expected range for BMA unit costs in FY2025?,BMA unit costs in FY2025 are expected to be between US$112/t and US$124/t per tonne.  
page_85.png,"What was the percentage increase in energy coal production at NSWE in FY2024, and what was the production volume?",NSWE energy coal production increased by 8 percent to 15.4 Mt in FY2024.  
page_85.png,What is the status of the Jansen Stage 2 potash project as of FY2024?,"Jansen Stage 2 execution activity has commenced, is 2 percent complete, with first production expected in FY2029, followed by an expected three-year ramp-up period.  "
page_85.png,How did inflation and controllable cash costs impact Underlying EBITDA for BMA in FY2024?,"Inflation negatively impacted Underlying EBITDA by US$0.1 billion, and controllable cash costs increased by US$0.1 billion due to higher striping and contractor costs.  "
page_85.png,What was the estimated impact on Underlying EBITDA for a US$1/lb change in copper price in FY2024?,A US$1/lb change in copper price had an estimated impact of US$37 million on Underlying EBITDA in FY2024.
page_132.png,What are the main sections included in the Consolidated Financial Statements of BHP's Annual Report 2024?,"The main sections are the Consolidated Income Statement, Consolidated Statement of Comprehensive Income, Consolidated Balance Sheet, Consolidated Cash Flow Statement, Consolidated Statement of Changes in Equity, and Notes to the Financial Statements.  "
page_132.png,On which page does the Consolidated Income Statement appear in the BHP Annual Report 2024?,The Consolidated Income Statement appears on page 133.  
page_132.png,Which note in the financial statements addresses significant events such as the Samarco dam failure?,"Note 4 addresses significant events, including the Samarco dam failure.  "
page_132.png,Where can information regarding BHP’s climate change provisions be found in the notes to the financial statements?,Information on climate change provisions is found in note 16.  
page_132.png,Which section of the notes covers BHP’s approach to financial risk management?,Financial risk management is covered in note 24.  
page_132.png,What topics are included under the 'Employee matters' section in the notes to the financial statements?,"The 'Employee matters' section includes key management personnel, employee share ownership plans, and employee benefits, restructuring and post-retirement employee benefits provisions.  "
page_132.png,Where is the Lead Auditor’s Independence Declaration under Section 307C of the Australian Corporations Act 2001 located in the report?,The Lead Auditor’s Independence Declaration is located on page 199.  
page_132.png,"Which notes discuss BHP’s capital structure, including share capital and dividends?","Notes 17 to 20 discuss capital structure, including share capital, other equity, dividends, and provisions for dividends and other liabilities.  "
page_132.png,What is the focus of note 29 in the notes to the financial statements?,Note 29 focuses on business combinations.  
page_132.png,Where can information about new and amended accounting standards and changes to accounting policies be found?,"Information about new and amended accounting standards and changes to accounting policies is found in note 39, on page 193."
page_133.png,What was the total revenue reported for the year ended 30 June 2024?,"The total revenue reported for the year ended 30 June 2024 was US$55,658 million.  "
page_133.png,What was the profit after taxation from continuing operations for the year ended 30 June 2024?,"The profit after taxation from continuing operations for the year ended 30 June 2024 was US$9,601 million.  "
page_133.png,How much was the total taxation expense for the year ended 30 June 2024?,"The total taxation expense for the year ended 30 June 2024 was US$6,447 million.  "
page_133.png,What was the basic earnings per ordinary share (in cents) for the year ended 30 June 2024?,The basic earnings per ordinary share for the year ended 30 June 2024 was 155.8 cents.  
page_133.png,What was the net finance cost for the year ended 30 June 2024?,"The net finance cost for the year ended 30 June 2024 was US$1,489 million.  "
page_133.png,How much profit before taxation was reported for the year ended 30 June 2024?,"The profit before taxation for the year ended 30 June 2024 was US$16,048 million.  "
page_133.png,What was the total comprehensive income attributable to BHP shareholders for the year ended 30 June 2024?,"The total comprehensive income attributable to BHP shareholders for the year ended 30 June 2024 was US$7,902 million.  "
page_133.png,What was the amount of financial expenses for the year ended 30 June 2024?,"The financial expenses for the year ended 30 June 2024 were US$2,198 million.  "
page_133.png,"How much was recognized as profit/(loss) from equity accounted investments, related impairments and expenses for the year ended 30 June 2024?","The profit/(loss) from equity accounted investments, related impairments and expenses for the year ended 30 June 2024 was a loss of US$2,656 million.  "
page_133.png,What was the total other comprehensive income/(loss) for the year ended 30 June 2024?,The total other comprehensive income for the year ended 30 June 2024 was US$9 million.
page_134.png,What was the total value of BHP's assets as at 30 June 2024?,"The total value of BHP's assets as at 30 June 2024 was US$102,362 million.  "
page_134.png,How much did BHP report in cash and cash equivalents for the year ended 30 June 2024?,"BHP reported US$12,501 million in cash and cash equivalents for the year ended 30 June 2024.  "
page_134.png,What was the total amount of current liabilities as at 30 June 2024?,"The total amount of current liabilities as at 30 June 2024 was US$14,296 million.  "
page_134.png,"How much did BHP record for property, plant, and equipment under non-current assets in 2024?","BHP recorded US$71,629 million for property, plant, and equipment under non-current assets in 2024.  "
page_134.png,What was the total equity attributable to BHP shareholders as at 30 June 2024?,"The total equity attributable to BHP shareholders as at 30 June 2024 was US$44,811 million.  "
page_134.png,By how much did BHP's total liabilities change from 2023 to 2024?,"BHP's total liabilities increased from US$52,766 million in 2023 to US$53,242 million in 2024.  "
page_134.png,What was the value of provisions under non-current liabilities for 2024?,"The value of provisions under non-current liabilities for 2024 was US$15,088 million.  "
page_134.png,How much did BHP report for inventories under current assets in 2024?,"BHP reported US$5,828 million for inventories under current assets in 2024.  "
page_134.png,What was the total amount of non-current liabilities as at 30 June 2024?,"The total amount of non-current liabilities as at 30 June 2024 was US$38,946 million.  "
page_134.png,On what date were the financial statements approved by the Board of Directors?,The financial statements were approved by the Board of Directors on 27 August 2024.
page_135.png,What was the profit before taxation from Continuing operations for the year ended 30 June 2024?,"The profit before taxation from Continuing operations for the year ended 30 June 2024 was US$16,048 million.  "
page_135.png,How much was recorded for depreciation and amortisation expense in 2024?,"The depreciation and amortisation expense in 2024 was US$5,295 million.  "
page_135.png,What were the net operating cash flows from Continuing operations in 2024?,"The net operating cash flows from Continuing operations in 2024 were US$20,665 million.  "
page_135.png,How much was paid in net income tax and royalty-related taxation in 2024?,"Net income tax and royalty-related taxation paid in 2024 amounted to US$7,503 million.  "
page_135.png,What was the net investing cash flows from Continuing operations for 2024?,"The net investing cash flows from Continuing operations for 2024 were negative US$8,762 million.  "
page_135.png,"How much was spent on purchases of property, plant, and equipment in 2024?","US$8,816 million was spent on purchases of property, plant, and equipment in 2024.  "
page_135.png,What was the net financing cash flows from Continuing operations in 2024?,"The net financing cash flows from Continuing operations in 2024 were negative US$11,669 million.  "
page_135.png,"What were the cash and cash equivalents, net of overdrafts, at the end of the financial year 2024?","Cash and cash equivalents, net of overdrafts, at the end of the financial year 2024 were US$12,498 million.  "
page_135.png,How much was paid in dividends to non-controlling interests in 2024?,"Dividends paid to non-controlling interests in 2024 amounted to US$1,424 million.  "
page_135.png,What was the net increase in cash and cash equivalents from Continuing operations in 2024?,The net increase in cash and cash equivalents from Continuing operations in 2024 was US$234 million. 
page_136.png,What was the total equity attributable to BHP shareholders as of 30 June 2024?,"The total equity attributable to BHP shareholders as of 30 June 2024 was $44,811 million.  "
page_136.png,How much was the total comprehensive income for the year ended 30 June 2024?,"The total comprehensive income for the year ended 30 June 2024 was $7,902 million attributable to BHP shareholders and $1,708 million attributable to non-controlling interests, totaling $9,610 million.  "
page_136.png,What was the amount of dividends distributed to BHP shareholders during the year ended 30 June 2024?,"Dividends distributed to BHP shareholders during the year ended 30 June 2024 amounted to $7,712 million.  "
page_136.png,How did the share capital change from 1 July 2023 to 30 June 2024?,"Share capital increased from $4,737 million to $4,899 million during the year ended 30 June 2024.  "
page_136.png,What was the balance of retained earnings attributable to BHP shareholders as of 30 June 2024?,"The balance of retained earnings attributable to BHP shareholders as of 30 June 2024 was $39,963 million.  "
page_136.png,How much was distributed to non-controlling interests during the year ended 30 June 2024?,$9 million was distributed to non-controlling interests during the year ended 30 June 2024.  
page_136.png,What was the total equity as of 30 June 2024?,"The total equity as of 30 June 2024 was $49,120 million.  "
page_136.png,How much was the purchase of shares by ESOP Trusts during the year ended 30 June 2024?,The purchase of shares by ESOP Trusts during the year ended 30 June 2024 was $0 million.  
page_136.png,What was the balance of treasury shares as of 30 June 2024?,The balance of treasury shares as of 30 June 2024 was $(36) million.  
page_136.png,What was the accrued employee entitlement for unexercised awards net of tax for the year ended 30 June 2024?,The accrued employee entitlement for unexercised awards net of tax for the year ended 30 June 2024 was $129 million.
page_137.png,What is the reporting period covered by the BHP Group’s Consolidated Financial Statements?,The reporting period covered is the year ended 30 June 2024.  
page_137.png,Which accounting standards have been applied in preparing the Group’s Financial Statements?,"The Financial Statements have been prepared in accordance with the Australian Corporations Act 2001, Australian Accounting Standards and other authoritative pronouncements of the AASB, and International Financial Reporting Standards (IFRS) issued by the IASB.  "
page_137.png,What is the basis of measurement for the Group’s Financial Statements?,"The Financial Statements are measured on the basis of historical cost principles, except for certain items such as derivative financial instruments and other financial assets and liabilities at fair value, and non-current assets or disposal groups classified as held-for-sale or held-for-distribution.  "
page_137.png,What is the Group’s functional and presentation currency?,"The Group’s presentation currency is US dollars, consistent with the predominant functional currency of the Group’s operations.  "
page_137.png,What significant change in corporate structure occurred on 31 January 2022?,"On 31 January 2022, BHP unified its corporate structure under BHP Group Limited, ending the Dual Listed Company (DLC) structure with BHP Group Plc.  "
page_137.png,What is the Group’s approach to the going concern assumption in preparing the Financial Statements?,The Directors have made an assessment of the Group’s ability to continue as a going concern for 12 months from the date of the report and consider it appropriate to adopt the going concern basis of accounting.  
page_137.png,How does the Group account for interests in subsidiaries?,"The Group consolidates subsidiaries over which it has control, defined as having power over the investee, exposure or rights to variable returns, and the ability to affect those returns through its power.  "
page_137.png,How are joint arrangements classified and accounted for by the Group?,"Joint arrangements are classified as either joint operations or joint ventures, based on contractual rights and obligations. The Group accounts for its share of assets, liabilities, revenue, and expenses in joint operations in accordance with IFRS Standards.  "
page_137.png,What is the policy for rounding amounts in the Financial Statements?,"Amounts are rounded to the nearest million dollars, unless otherwise stated, in accordance with ASIC Corporations Instrument 2016/191.  "
page_137.png,Has the Group early adopted any new accounting standards or interpretations?,"No, the Group has not early adopted any standards and interpretations that have been issued or amended but are not yet effective, except as outlined in note 39."
page_138.png,How does BHP account for investments in associates?,"BHP accounts for investments in associates using the equity method, recognizing significant influence but not control or joint control.  "
page_138.png,What criteria determine if an entity is considered an associate by BHP?,"An entity is considered an associate if BHP holds over 20% but less than 50% of the voting rights, unless it can be clearly demonstrated otherwise, or if BHP has the power to participate in financial and operating policy decisions.  "
page_138.png,How are foreign currency transactions related to BHP’s worldwide operations managed?,"Transactions are conducted in a number of foreign currencies, with most subsidiaries, joint arrangements, and associates using US dollars as the functional currency.  "
page_138.png,Where are foreign exchange gains and losses recognized in BHP’s financial statements?,"Foreign exchange gains and losses are recognized in the income statement, except for qualifying cash flow hedges and certain provisions for site closure and rehabilitation costs.  "
page_138.png,What are some significant judgements and estimates highlighted by BHP in its financial reporting?,"Significant judgements and estimates include those related to significant events, taxation, overburden removal costs, depreciation of property, impairment of non-current assets, closure and rehabilitation provisions, leases, and business combinations.  "
page_138.png,What is the process for estimating reserves according to BHP’s financial report?,"Estimating reserves involves analyzing geological data, drilling samples, and geophysical survey interpretations, and requires assumptions about technical and economic factors such as quantities, production techniques, recovery efficiency, and commodity prices.  "
page_138.png,How may changes in reserve estimates impact BHP’s financial results?,"Changes in reserve estimates may affect asset carrying values, depreciation, depletion and amortisation charges, overburden removal costs, closure and rehabilitation provisions, and the carrying amount of deferred tax assets.  "
page_138.png,"What is the equity method, as described in BHP’s financial statements?",The equity method involves initially recognizing investments in associates or joint ventures at cost and subsequently adjusting for BHP’s share of profit or loss and other comprehensive income.  
page_138.png,What happens when BHP’s share of losses in an associate or joint venture exceeds its investment?,BHP discontinues recognizing its share of further losses unless it has incurred legal or constructive obligations or made payments on behalf of the associate or joint venture.  
page_138.png,What are some of the economic assumptions used by BHP to estimate reserves?,"Economic assumptions include commodity supply and demand, commodity and carbon prices, exchange rates, and production and transport costs."
